TankNumber,SampleDate,SampleNumber,SubstrateType,TileNumber,FilterNumber,FilterWt,DryWt,AshedWt,AFDM,FilterVol,AFDMadjbyVol,GrowthPeriod,AFDMadjPerMperD,TadpolePDensity,MFDensity,FinalMFCount,Treatment
4,8/17/2010,S3,BottomTile,25,2,0.1273,0.1473,0.1396,0.0077,60,0.0077,22,0.055135476,16,250,18,both
4,8/17/2010,S3,BottomTile,25,1,0.1276,0.2047,0.1862,0.0185,60,0.0185,22,0.132468351,16,250,18,both
4,8/17/2010,S3,ShelfTile,26,1,0.128,0.142,0.138,0.004,60,0.004,5,0.126023945,16,250,18,both
4,8/17/2010,S3,ShelfTile,27,1,0.127,0.1474,0.1418,0.0056,60,0.0056,5,0.176433522,16,250,18,both
4,8/17/2010,S3,ShelfTile,29,1,0.1257,0.1451,0.1398,0.0053,60,0.0053,6,0.139151439,16,250,18,both
4,8/17/2010,S3,ShelfTile,30,1,0.1259,0.1319,0.1301,0.0018,45,0.0024,14,0.027005131,16,250,18,both
5,8/3/2010,S1,BottomTile,1,1,0.1269,0.1796,0.1646,0.015,60,0.015,8,0.29536862,0,250,121,mayflies
5,8/3/2010,S1,BottomTile,4,1,0.121,0.1602,0.1488,0.0114,60,0.0114,8,0.224480151,0,250,121,mayflies
5,8/3/2010,S1,BottomTile,6,1,0.1249,0.1298,0.1275,0.0023,60,0.0023,8,0.045289855,0,250,121,mayflies
5,8/3/2010,S1,BottomTile,10,1,0.119,0.1617,0.1497,0.012,60,0.012,8,0.236294896,0,250,121,mayflies
5,8/3/2010,S1,BottomTile,11,1,0.1238,0.1374,0.1331,0.0043,60,0.0043,8,0.084672338,0,250,121,mayflies
5,8/3/2010,S1,BottomTile,13,1,0.1243,0.1379,0.1338,0.0041,60,0.0041,8,0.080734089,0,250,121,mayflies
5,8/3/2010,S1,BottomTile,16,1,0.1208,0.1834,0.1665,0.0169,60,0.0169,8,0.332781979,0,250,121,mayflies
5,8/3/2010,S1,BottomTile,17,1,0.1259,0.2084,0.1867,0.0217,60,0.0217,8,0.427299937,0,250,121,mayflies
5,8/3/2010,S1,BottomTile,18,1,0.1189,0.1248,0.1226,0.0022,60,0.0022,8,0.043320731,0,250,121,mayflies
5,8/3/2010,S1,BottomTile,24,1,0.1193,0.1255,0.1232,0.0023,60,0.0023,8,0.045289855,0,250,121,mayflies
5,8/3/2010,S1,ShelfTile,26,1,0.1203,0.1278,0.125,0.0028,60,0.0028,8,0.055135476,0,250,121,mayflies
5,8/3/2010,S1,ShelfTile,27,1,0.1191,0.1224,0.121,0.0014,60,0.0014,8,0.027567738,0,250,121,mayflies
5,8/3/2010,S1,ShelfTile,28,1,0.1199,0.1222,0.121,0.0012,60,0.0012,8,0.02362949,0,250,121,mayflies
5,8/3/2010,S1,ShelfTile,29,1,0.1199,0.1269,0.1245,0.0024,60,0.0024,8,0.047258979,0,250,121,mayflies
5,8/12/2010,S2,BottomTile,6,1,0.0344,0.0458,0.0422,0.0036,60,0.0036,9,0.063011972,0,250,121,mayflies
5,8/12/2010,S2,BottomTile,6,2,0.0352,0.0409,0.0388,0.0021,60,0.0021,9,0.036756984,0,250,121,mayflies
5,8/12/2010,S2,BottomTile,10,1,0.0353,0.0439,0.0413,0.0026,60,0.0026,9,0.045508647,0,250,121,mayflies
5,8/12/2010,S2,BottomTile,10,2,0.036,0.0408,0.0392,0.0016,60,0.0016,9,0.028005321,0,250,121,mayflies
5,8/12/2010,S2,BottomTile,13,1,0.0349,0.0477,0.0432,0.0045,60,0.0045,9,0.078764965,0,250,121,mayflies
5,8/12/2010,S2,BottomTile,13,2,0.0353,0.0401,0.0381,0.002,60,0.002,9,0.035006651,0,250,121,mayflies
5,8/12/2010,S2,BottomTile,17,2,0.0354,0.0431,0.0401,0.003,60,0.003,9,0.052509977,0,250,121,mayflies
5,8/12/2010,S2,BottomTile,17,1,0.0353,0.0453,0.0425,0.0028,60,0.0028,9,0.049009312,0,250,121,mayflies
5,8/12/2010,S2,BottomTile,24,1,0.0366,0.0461,0.0435,0.0026,60,0.0026,9,0.045508647,0,250,121,mayflies
5,8/12/2010,S2,BottomTile,24,2,0.0345,0.0419,0.0387,0.0032,60,0.0032,9,0.056010642,0,250,121,mayflies
5,8/12/2010,S2,ShelfTile,26,1,0.0363,0.0422,0.0396,0.0026,60,0.0026,9,0.045508647,0,250,121,mayflies
5,8/12/2010,S2,ShelfTile,27,1,0.0345,0.0386,0.0364,0.0022,60,0.0022,9,0.038507316,0,250,121,mayflies
5,8/12/2010,S2,ShelfTile,28,1,0.0349,0.0415,0.0389,0.0026,60,0.0026,9,0.045508647,0,250,121,mayflies
5,8/17/2010,S3,BottomTile,1,1,0.1262,0.1532,0.1473,0.0059,60,0.0059,14,0.066387614,0,250,121,mayflies
5,8/17/2010,S3,BottomTile,2,1,0.1264,0.1384,0.1351,0.0033,60,0.0033,22,0.02362949,0,250,121,mayflies
5,8/16/2010,S3,BottomTile,3,1,0.1254,0.1654,0.1538,0.0116,60,0.0116,21,0.087016533,0,250,121,mayflies
5,8/17/2010,S3,BottomTile,4,1,0.1253,0.1714,0.1593,0.0121,60,0.0121,14,0.136150869,0,250,121,mayflies
5,8/16/2010,S3,BottomTile,5,2,0.1232,0.149,0.1405,0.0085,60,0.0085,21,0.063762115,0,250,121,mayflies
5,8/16/2010,S3,BottomTile,5,1,0.1259,0.1915,0.1726,0.0189,59,0.019220339,21,0.144179937,0,250,121,mayflies
5,8/17/2010,S3,BottomTile,6,1,0.1268,0.1418,0.1378,0.004,60,0.004,5,0.126023945,0,250,121,mayflies
5,8/16/2010,S3,BottomTile,7,1,0.1236,0.1522,0.1441,0.0081,60,0.0081,21,0.060761545,0,250,121,mayflies
5,8/16/2010,S3,BottomTile,8,1,0.1257,0.1641,0.1529,0.0112,60,0.0112,21,0.084015963,0,250,121,mayflies
5,8/16/2010,S3,BottomTile,9,2,0.1248,0.1409,0.136,0.0049,60,0.0049,21,0.036756984,0,250,121,mayflies
5,8/16/2010,S3,BottomTile,9,1,0.1252,0.1796,0.1632,0.0164,60,0.0164,21,0.123023374,0,250,121,mayflies
5,8/17/2010,S3,BottomTile,10,1,0.125,0.1348,0.1322,0.0026,60,0.0026,5,0.081915564,0,250,121,mayflies
5,8/17/2010,S3,BottomTile,11,2,0.1254,0.1497,0.1431,0.0066,60,0.0066,14,0.07426411,0,250,121,mayflies
5,8/17/2010,S3,BottomTile,11,1,0.1258,0.1756,0.1644,0.0112,60,0.0112,14,0.126023945,0,250,121,mayflies
5,8/16/2010,S3,BottomTile,12,1,0.1246,0.1359,0.1323,0.0036,60,0.0036,7,0.081015393,0,250,121,mayflies
5,8/17/2010,S3,BottomTile,13,1,0.1246,0.1373,0.1339,0.0034,60,0.0034,5,0.107120353,0,250,121,mayflies
5,8/17/2010,S3,BottomTile,14,1,0.1263,0.1781,0.1643,0.0138,30,0.0276,22,0.197628458,0,250,121,mayflies
5,8/17/2010,S3,BottomTile,15,2,0.1244,0.1526,0.1447,0.0079,60,0.0079,22,0.056567566,0,250,121,mayflies
5,8/17/2010,S3,BottomTile,15,1,0.1248,0.1876,0.1741,0.0135,60,0.0135,22,0.096666094,0,250,121,mayflies
5,8/17/2010,S3,BottomTile,16,2,0.1269,0.1593,0.1493,0.01,60,0.01,14,0.112521379,0,250,121,mayflies
5,8/17/2010,S3,BottomTile,16,1,0.1259,0.163,0.1536,0.0094,60,0.0094,14,0.105770096,0,250,121,mayflies
5,8/17/2010,S3,BottomTile,17,1,0.1254,0.1504,0.1433,0.0071,60,0.0071,5,0.223692502,0,250,121,mayflies
5,8/17/2010,S3,BottomTile,18,1,0.1226,0.1835,0.1686,0.0149,60,0.0149,6,0.391199328,0,250,121,mayflies
5,8/17/2010,S3,BottomTile,18,2,0.1253,0.1376,0.1336,0.004,60,0.004,6,0.105019954,0,250,121,mayflies
5,8/16/2010,S3,BottomTile,19,2,0.1232,0.1328,0.1296,0.0032,60,0.0032,21,0.024004561,0,250,121,mayflies
5,8/16/2010,S3,BottomTile,19,1,0.1242,0.194,0.1752,0.0188,60,0.0188,21,0.141026795,0,250,121,mayflies
5,8/17/2010,S3,BottomTile,20,2,0.125,0.1582,0.147,0.0112,60,0.0112,22,0.080197056,0,250,121,mayflies
5,8/17/2010,S3,BottomTile,20,1,0.1249,0.2176,0.1962,0.0214,60,0.0214,22,0.15323366,0,250,121,mayflies
5,8/16/2010,S3,BottomTile,21,1,0.1255,0.1569,0.148,0.0089,60,0.0089,21,0.066762685,0,250,121,mayflies
5,8/16/2010,S3,BottomTile,22,1,0.1255,0.1347,0.1314,0.0033,60,0.0033,21,0.024754703,0,250,121,mayflies
5,8/16/2010,S3,BottomTile,23,1,0.1264,0.2158,0.1924,0.0234,60,0.0234,21,0.175533351,0,250,121,mayflies
5,8/16/2010,S3,BottomTile,23,2,0.1228,0.1424,0.1363,0.0061,60,0.0061,21,0.045758694,0,250,121,mayflies
5,8/17/2010,S3,BottomTile,24,1,0.1237,0.1319,0.1301,0.0018,30,0.0036,6,0.094517958,0,250,121,mayflies
5,8/17/2010,S3,BottomTile,25,1,0.1249,0.1592,0.1511,0.0081,60,0.0081,22,0.057999656,0,250,121,mayflies
5,8/17/2010,S3,ShelfTile,26,1,0.1248,0.1301,0.1282,0.0019,60,0.0019,5,0.059861374,0,250,121,mayflies
5,8/17/2010,S3,ShelfTile,27,1,0.1241,0.132,0.1301,0.0019,60,0.0019,5,0.059861374,0,250,121,mayflies
5,8/17/2010,S3,ShelfTile,28,1,0.1235,0.1283,0.1265,0.0018,60,0.0018,5,0.056710775,0,250,121,mayflies
5,8/17/2010,S3,ShelfTile,29,1,0.1256,0.1321,0.1298,0.0023,60,0.0023,5,0.072463768,0,250,121,mayflies
5,8/17/2010,S3,ShelfTile,30,1,0.124,0.1301,0.1282,0.0019,45,0.002533333,5,0.079815165,0,250,121,mayflies
6,8/3/2010,S1,BottomTile,3,1,0.1238,0.1376,0.133,0.0046,60,0.0046,8,0.09057971,0,0,0,none
6,8/3/2010,S1,BottomTile,6,1,0.1197,0.1322,0.1286,0.0036,60,0.0036,8,0.070888469,0,0,0,none
6,8/3/2010,S1,BottomTile,9,1,0.1197,0.1582,0.1462,0.012,60,0.012,8,0.236294896,0,0,0,none
6,8/3/2010,S1,BottomTile,15,1,0.1249,0.1293,0.1277,0.0016,60,0.0016,8,0.031505986,0,0,0,none
6,8/3/2010,S1,BottomTile,16,1,0.1195,0.1359,0.1306,0.0053,60,0.0053,8,0.104363579,0,0,0,none
6,8/3/2010,S1,BottomTile,20,1,0.1266,0.1418,0.1365,0.0053,60,0.0053,8,0.104363579,0,0,0,none
6,8/3/2010,S1,BottomTile,21,1,0.1258,0.1441,0.1383,0.0058,60,0.0058,8,0.1142092,0,0,0,none
6,8/3/2010,S1,BottomTile,22,1,0.1248,0.1428,0.1375,0.0053,60,0.0053,8,0.104363579,0,0,0,none
6,8/3/2010,S1,BottomTile,23,1,0.1251,0.1335,0.1308,0.0027,60,0.0027,8,0.053166352,0,0,0,none
6,8/3/2010,S1,BottomTile,24,1,0.1213,0.1271,0.1248,0.0023,60,0.0023,8,0.045289855,0,0,0,none
6,8/3/2010,S1,ShelfTile,26,1,0.125,0.1397,0.1355,0.0042,60,0.0042,8,0.082703214,0,0,0,none
6,8/3/2010,S1,ShelfTile,27,1,0.1205,0.1318,0.1281,0.0037,60,0.0037,8,0.072857593,0,0,0,none
6,8/3/2010,S1,ShelfTile,28,1,0.1236,0.1337,0.1302,0.0035,60,0.0035,8,0.068919345,0,0,0,none
6,8/3/2010,S1,ShelfTile,29,1,0.1248,0.1342,0.1307,0.0035,60,0.0035,8,0.068919345,0,0,0,none
6,8/12/2010,S2,BottomTile,3,1,0.0345,0.0414,0.0392,0.0022,60,0.0022,9,0.038507316,0,0,0,none
6,8/12/2010,S2,BottomTile,6,1,0.0341,0.0431,0.0399,0.0032,60,0.0032,9,0.056010642,0,0,0,none
6,8/12/2010,S2,BottomTile,16,1,0.0351,0.0454,0.0418,0.0036,60,0.0036,9,0.063011972,0,0,0,none
6,8/12/2010,S2,BottomTile,24,1,0.0357,0.0436,0.0408,0.0028,60,0.0028,9,0.049009312,0,0,0,none
6,8/12/2010,S2,ShelfTile,26,1,0.0352,0.0455,0.042,0.0035,60,0.0035,9,0.06126164,0,0,0,none
6,8/12/2010,S2,ShelfTile,27,1,0.0347,0.0406,0.0378,0.0028,60,0.0028,9,0.049009312,0,0,0,none
6,8/12/2010,S2,ShelfTile,28,1,0.0356,0.0413,0.039,0.0023,60,0.0023,9,0.040257649,0,0,0,none
6,8/12/2010,S2,ShelfTile,29,1,0.0353,0.0423,0.0397,0.0026,60,0.0026,9,0.045508647,0,0,0,none
6,8/17/2010,S3,BottomTile,1,1,0.1253,0.183,0.1661,0.0169,60,0.0169,22,0.121011629,0,0,0,none
6,8/17/2010,S3,BottomTile,1,2,0.1257,0.1797,0.1626,0.0171,60,0.0171,22,0.122443719,0,0,0,none
6,8/16/2010,S3,BottomTile,2,1,0.1252,0.1342,0.1312,0.003,60,0.003,21,0.022504276,0,0,0,none
6,8/17/2010,S3,BottomTile,3,1,0.1247,0.1369,0.1329,0.004,60,0.004,5,0.126023945,0,0,0,none
6,8/16/2010,S3,BottomTile,4,1,0.1245,0.1475,0.1406,0.0069,60,0.0069,21,0.051759834,0,0,0,none
6,8/17/2010,S3,BottomTile,5,2,0.1241,0.1598,0.1475,0.0123,60,0.0123,22,0.088073552,0,0,0,none
6,8/17/2010,S3,BottomTile,5,1,0.1243,0.1778,0.1624,0.0154,60,0.0154,22,0.110270951,0,0,0,none
6,8/17/2010,S3,BottomTile,5,3,0.1258,0.1327,0.1299,0.0028,60,0.0028,22,0.020049264,0,0,0,none
6,8/17/2010,S3,BottomTile,6,1,0.1245,0.1363,0.1323,0.004,60,0.004,5,0.126023945,0,0,0,none
6,8/17/2010,S3,BottomTile,7,1,0.1237,0.1401,0.1351,0.005,60,0.005,22,0.035802257,0,0,0,none
6,8/17/2010,S3,BottomTile,8,1,0.125,0.1485,0.1401,0.0084,30,0.0168,22,0.120295583,0,0,0,none
6,8/17/2010,S3,BottomTile,9,1,0.1254,0.1541,0.1442,0.0099,60,0.0099,14,0.111396165,0,0,0,none
6,8/17/2010,S3,BottomTile,9,2,0.1233,0.1468,0.1389,0.0079,59,0.008033898,14,0.090398532,0,0,0,none
6,8/16/2010,S3,BottomTile,10,1,0.1238,0.1745,0.1607,0.0138,60,0.0138,21,0.103519669,0,0,0,none
6,8/16/2010,S3,BottomTile,11,1,0.1237,0.1635,0.152,0.0115,60,0.0115,21,0.086266391,0,0,0,none
6,8/17/2010,S3,BottomTile,12,1,0.1254,0.1885,0.1703,0.0182,60,0.0182,21,0.13652594,0,0,0,none
6,8/17/2010,S3,BottomTile,12,3,0.1266,0.1537,0.1455,0.0082,60,0.0082,21,0.061511687,0,0,0,none
6,8/17/2010,S3,BottomTile,12,2,0.124,0.1677,0.1522,0.0155,60,0.0155,21,0.116272092,0,0,0,none
6,8/16/2010,S3,BottomTile,13,1,0.1251,0.1498,0.1432,0.0066,60,0.0066,5,0.207939509,0,0,0,none
6,8/16/2010,S3,BottomTile,14,1,0.1229,0.1533,0.1451,0.0082,60,0.0082,21,0.061511687,0,0,0,none
6,8/17/2010,S3,BottomTile,15,1,0.1242,0.1602,0.1484,0.0118,60,0.0118,5,0.371770636,0,0,0,none
6,8/17/2010,S3,BottomTile,16,1,0.1244,0.1394,0.1338,0.0056,60,0.0056,5,0.176433522,0,0,0,none
6,8/16/2010,S3,BottomTile,18,1,0.1258,0.1586,0.149,0.0096,60,0.0096,21,0.072013683,0,0,0,none
6,8/17/2010,S3,BottomTile,19,2,0.1244,0.1394,0.1346,0.0048,60,0.0048,22,0.034370167,0,0,0,none
6,8/17/2010,S3,BottomTile,19,1,0.1242,0.1684,0.1541,0.0143,60,0.0143,22,0.102394455,0,0,0,none
6,8/17/2010,S3,BottomTile,20,1,0.1244,0.1535,0.1435,0.01,60,0.01,14,0.112521379,0,0,0,none
6,8/17/2010,S3,BottomTile,21,1,0.1243,0.1552,0.1457,0.0095,60,0.0095,14,0.10689531,0,0,0,none
6,8/17/2010,S3,BottomTile,22,2,0.1239,0.1374,0.1332,0.0042,60,0.0042,14,0.047258979,0,0,0,none
6,8/17/2010,S3,BottomTile,22,1,0.1252,0.1592,0.1472,0.012,60,0.012,14,0.135025655,0,0,0,none
6,8/17/2010,S3,BottomTile,23,1,0.1241,0.131,0.129,0.002,30,0.004,5,0.126023945,0,0,0,none
6,8/16/2010,S3,BottomTile,25,1,0.1245,0.1448,0.1396,0.0052,60,0.0052,21,0.039007411,0,0,0,none
6,8/17/2010,S3,BottomTile,26,1,0.1244,0.141,0.1375,0.0035,60,0.0035,5,0.110270951,0,0,0,none
6,8/17/2010,S3,BottomTile,28,1,0.1258,0.1322,0.1301,0.0021,60,0.0021,5,0.066162571,0,0,0,none
6,8/17/2010,S3,BottomTile,29,1,0.1235,0.133,0.1298,0.0032,60,0.0032,5,0.100819156,0,0,0,none
6,8/17/2010,S3,ShelfTile,27,1,0.1253,0.1334,0.1312,0.0022,60,0.0022,5,0.06931317,0,0,0,none
6,8/17/2010,S3,ShelfTile,30,1,0.1252,0.1324,0.1299,0.0025,30,0.005,22,0.035802257,0,0,0,none
7,8/3/2010,S1,BottomTile,2,1,0.1204,0.13,0.1276,0.0024,60,0.0024,8,0.047258979,16,250,100,both
7,8/3/2010,S1,BottomTile,3,1,0.1196,0.1228,0.1213,0.0015,60,0.0015,8,0.029536862,16,250,100,both
7,8/3/2010,S1,BottomTile,4,1,0.1205,0.1227,0.1212,0.0015,60,0.0015,8,0.029536862,16,250,100,both
7,8/3/2010,S1,BottomTile,5,1,0.1256,0.133,0.1311,0.0019,60,0.0019,8,0.037413359,16,250,100,both
7,8/3/2010,S1,BottomTile,6,1,0.12,0.1241,0.1221,0.002,60,0.002,8,0.039382483,16,250,100,both
7,8/3/2010,S1,BottomTile,11,1,0.125,0.1334,0.1303,0.0031,60,0.0031,8,0.061042848,16,250,100,both
7,8/3/2010,S1,BottomTile,13,1,0.1203,0.129,0.1261,0.0029,60,0.0029,8,0.0571046,16,250,100,both
7,8/3/2010,S1,BottomTile,17,1,0.1253,0.1325,0.1299,0.0026,60,0.0026,8,0.051197227,16,250,100,both
7,8/3/2010,S1,BottomTile,19,1,0.1201,0.1242,0.1224,0.0018,60,0.0018,8,0.035444234,16,250,100,both
7,8/3/2010,S1,BottomTile,20,1,0.1245,0.1293,0.1276,0.0017,60,0.0017,8,0.03347511,16,250,100,both
7,8/3/2010,S1,BottomTile,21,1,0.1252,0.1323,0.1297,0.0026,60,0.0026,8,0.051197227,16,250,100,both
7,8/3/2010,S1,BottomTile,24,1,0.124,0.1285,0.1267,0.0018,60,0.0018,8,0.035444234,16,250,100,both
7,8/3/2010,S1,ShelfTile,26,1,0.1247,0.133,0.1308,0.0022,60,0.0022,8,0.043320731,16,250,100,both
7,8/3/2010,S1,ShelfTile,27,1,0.1245,0.1361,0.1334,0.0027,60,0.0027,8,0.053166352,16,250,100,both
7,8/3/2010,S1,ShelfTile,28,1,0.1224,0.1309,0.1287,0.0022,60,0.0022,8,0.043320731,16,250,100,both
7,8/3/2010,S1,ShelfTile,29,1,0.1219,0.1375,0.1341,0.0034,60,0.0034,8,0.066950221,16,250,100,both
7,8/11/2010,S2,BottomTile,4,1,0.0354,0.0401,0.0385,0.0016,60,0.0016,8,0.031505986,16,250,100,both
7,8/11/2010,S2,BottomTile,6,1,0.0364,0.0381,0.0374,0.0007,60,0.0007,8,0.013783869,16,250,100,both
7,8/11/2010,S2,BottomTile,13,1,0.0331,0.0404,0.0381,0.0023,60,0.0023,8,0.045289855,16,250,100,both
7,8/11/2010,S2,BottomTile,19,1,0.0364,0.0428,0.0412,0.0016,60,0.0016,8,0.031505986,16,250,100,both
7,8/11/2010,S2,BottomTile,21,1,0.0347,0.0391,0.0368,0.0023,60,0.0023,8,0.045289855,16,250,100,both
7,8/12/2010,S2,ShelfTile,27,1,0.036,0.0415,0.04,0.0015,60,0.0015,9,0.026254988,16,250,100,both
7,8/11/2010,S2,ShelfTile,29,1,0.0351,0.0404,0.0387,0.0017,60,0.0017,8,0.03347511,16,250,100,both
7,8/15/2010,S3,BottomTile,1,1,0.1236,0.1287,0.1271,0.0016,60,0.0016,3,0.084015963,16,250,100,both
7,8/17/2010,S3,BottomTile,2,1,0.1253,0.1461,0.1416,0.0045,60,0.0045,14,0.050634621,16,250,100,both
7,8/15/2010,S3,BottomTile,3,1,0.1257,0.1397,0.1365,0.0032,60,0.0032,12,0.042007982,16,250,100,both
7,8/17/2010,S3,BottomTile,4,1,0.126,0.1347,0.1326,0.0021,60,0.0021,6,0.055135476,16,250,100,both
7,8/17/2010,S3,BottomTile,5,1,0.1246,0.1392,0.1363,0.0029,60,0.0029,14,0.0326312,16,250,100,both
7,8/17/2010,S3,BottomTile,6,1,0.1268,0.1336,0.1315,0.0021,60,0.0021,6,0.055135476,16,250,100,both
7,8/15/2010,S3,BottomTile,7,1,0.1239,0.1296,0.1281,0.0015,60,0.0015,20,0.011814745,16,250,100,both
7,8/15/2010,S3,BottomTile,8,1,0.1251,0.1336,0.1309,0.0027,60,0.0027,20,0.021266541,16,250,100,both
7,8/15/2010,S3,BottomTile,9,1,0.126,0.1391,0.1359,0.0032,60,0.0032,20,0.025204789,16,250,100,both
7,8/15/2010,S3,BottomTile,10,1,0.1235,0.1328,0.1309,0.0019,60,0.0019,20,0.014965343,16,250,100,both
7,8/15/2010,S3,BottomTile,11,1,0.1259,0.134,0.1314,0.0026,60,0.0026,12,0.034131485,16,250,100,both
7,8/17/2010,S3,BottomTile,12,1,0.1243,0.1301,0.123,0.0071,60,0.0071,5,0.223692502,16,250,100,both
7,8/17/2010,S3,BottomTile,13,1,0.1245,0.1441,0.1392,0.0049,60,0.0049,6,0.128649443,16,250,100,both
7,8/15/2010,S3,BottomTile,14,1,0.1258,0.1352,0.1327,0.0025,60,0.0025,20,0.019691241,16,250,100,both
7,8/15/2010,S3,BottomTile,15,1,0.1252,0.1317,0.13,0.0017,60,0.0017,20,0.013390044,16,250,100,both
7,8/15/2010,S3,BottomTile,16,1,0.1254,0.1349,0.1323,0.0026,60,0.0026,20,0.020478891,16,250,100,both
7,8/17/2010,S3,BottomTile,17,1,0.1233,0.1363,0.1334,0.0029,60,0.0029,14,0.0326312,16,250,100,both
7,8/15/2010,S3,BottomTile,18,1,0.123,0.1275,0.1262,0.0013,60,0.0013,20,0.010239445,16,250,100,both
7,8/17/2010,S3,BottomTile,19,1,0.1241,0.1287,0.127,0.0017,60,0.0017,6,0.04463348,16,250,100,both
7,8/17/2010,S3,BottomTile,20,1,0.1259,0.1315,0.1298,0.0017,60,0.0017,14,0.019128634,16,250,100,both
7,8/17/2010,S3,BottomTile,21,1,0.1247,0.1296,0.1286,0.001,30,0.002,6,0.052509977,16,250,100,both
7,8/17/2010,S3,BottomTile,22,1,0.1259,0.1327,0.1303,0.0024,60,0.0024,6,0.063011972,16,250,100,both
7,8/17/2010,S3,BottomTile,23,1,0.1252,0.1401,0.1374,0.0027,60,0.0027,22,0.019333219,16,250,100,both
7,8/17/2010,S3,BottomTile,24,1,0.127,0.1326,0.1304,0.0022,60,0.0022,5,0.06931317,16,250,100,both
7,8/15/2010,S3,BottomTile,25,1,0.1263,0.1358,0.1334,0.0024,60,0.0024,20,0.018903592,16,250,100,both
7,8/15/2010,S3,ShelfTile,26,1,0.1257,0.1323,0.1304,0.0019,60,0.0019,3,0.099768956,16,250,100,both
7,8/17/2010,S3,ShelfTile,28,1,0.1269,0.1342,0.1322,0.002,60,0.002,5,0.063011972,16,250,100,both
7,8/17/2010,S3,ShelfTile,29,1,0.1242,0.1315,0.1301,0.0014,60,0.0014,6,0.036756984,16,250,100,both
7,8/17/2010,S3,ShelfTile,30,1,0.1263,0.1287,0.1284,0.0003,45,0.0004,6,0.010501995,16,250,100,both
8,8/3/2010,S1,BottomTile,1,1,0.1195,0.1266,0.1247,0.0019,60,0.0019,8,0.037413359,16,0,0,tadpoles
8,8/3/2010,S1,BottomTile,4,1,0.1195,0.1293,0.1266,0.0027,60,0.0027,8,0.053166352,16,0,0,tadpoles
8,8/3/2010,S1,BottomTile,5,1,0.1194,0.1218,0.1208,0.001,60,0.001,8,0.019691241,16,0,0,tadpoles
8,8/3/2010,S1,BottomTile,8,1,0.1183,0.126,0.1236,0.0024,60,0.0024,8,0.047258979,16,0,0,tadpoles
8,8/3/2010,S1,BottomTile,13,1,0.1234,0.1273,0.1257,0.0016,60,0.0016,8,0.031505986,16,0,0,tadpoles
8,8/3/2010,S1,BottomTile,16,1,0.1179,0.1225,0.1207,0.0018,60,0.0018,8,0.035444234,16,0,0,tadpoles
8,8/3/2010,S1,BottomTile,17,1,0.1258,0.1265,0.125,0.0015,60,0.0015,8,0.029536862,16,0,0,tadpoles
8,8/3/2010,S1,BottomTile,19,1,0.1204,0.1242,0.1218,0.0024,60,0.0024,8,0.047258979,16,0,0,tadpoles
8,8/3/2010,S1,BottomTile,22,1,0.1181,0.125,0.1231,0.0019,60,0.0019,8,0.037413359,16,0,0,tadpoles
8,8/3/2010,S1,BottomTile,25,1,0.1199,0.1255,0.1236,0.0019,60,0.0019,8,0.037413359,16,0,0,tadpoles
8,8/3/2010,S1,ShelfTile,26,1,0.1182,0.1252,0.1236,0.0016,60,0.0016,8,0.031505986,16,0,0,tadpoles
8,8/3/2010,S1,ShelfTile,27,1,0.1168,0.1205,0.119,0.0015,60,0.0015,8,0.029536862,16,0,0,tadpoles
8,8/3/2010,S1,ShelfTile,28,1,0.1253,0.1308,0.1288,0.002,60,0.002,8,0.039382483,16,0,0,tadpoles
8,8/3/2010,S1,ShelfTile,29,1,0.119,0.1235,0.1217,0.0018,60,0.0018,8,0.035444234,16,0,0,tadpoles
8,8/12/2010,S2,BottomTile,1,1,0.0348,0.0456,0.0426,0.003,60,0.003,9,0.052509977,16,0,0,tadpoles
8,8/12/2010,S2,BottomTile,13,1,0.0357,0.0437,0.042,0.0017,60,0.0017,9,0.029755654,16,0,0,tadpoles
8,8/12/2010,S2,BottomTile,17,1,0.035,0.0447,0.0424,0.0023,60,0.0023,9,0.040257649,16,0,0,tadpoles
8,8/12/2010,S2,BottomTile,22,1,0.035,0.0518,0.0484,0.0034,60,0.0034,9,0.059511307,16,0,0,tadpoles
8,8/12/2010,S2,BottomTile,25,1,0.0356,0.0473,0.0443,0.003,60,0.003,9,0.052509977,16,0,0,tadpoles
8,8/12/2010,S2,ShelfTile,26,1,0.0353,0.0538,0.0499,0.0039,60,0.0039,9,0.06826297,16,0,0,tadpoles
8,8/12/2010,S2,ShelfTile,27,1,0.0357,0.0419,0.0403,0.0016,60,0.0016,9,0.028005321,16,0,0,tadpoles
8,8/12/2010,S2,ShelfTile,28,1,0.0353,0.0392,0.0377,0.0015,60,0.0015,9,0.026254988,16,0,0,tadpoles
8,8/12/2010,S2,ShelfTile,29,1,0.035,0.0454,0.0431,0.0023,60,0.0023,9,0.040257649,16,0,0,tadpoles
8,8/17/2010,S3,BottomTile,1,1,0.1258,0.1321,0.1293,0.0028,60,0.0028,5,0.088216761,16,0,0,tadpoles
8,8/17/2010,S3,BottomTile,2,1,0.1259,0.1594,0.1527,0.0067,60,0.0067,22,0.047975024,16,0,0,tadpoles
8,8/17/2010,S3,BottomTile,3,1,0.1262,0.2708,0.2474,0.0234,60,0.0234,22,0.167554563,16,0,0,tadpoles
8,8/17/2010,S3,BottomTile,3,2,0.125,0.1369,0.1346,0.0023,60,0.0023,22,0.016469038,16,0,0,tadpoles
