"TankNumber","TileNumber","SampleDate","SampleNumber","SubstrateType","FilterNumber","FilterWt","DryWt","AshedWt","AFDM","FilterVol","AFDMadjbyVol","GrowthPeriod","AFDMadjPerMperD","TadpolePDensity","MFDensity","FinalMFCount","Treatment"
12,8,8/17/2010 0:00:00,"S3","BottomTile",1,0.12,0.14,0.13,6.9e-03,30,0.01,22,0.09,0,0,0,"none"
12,13,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.14,0.13,7.2e-03,60,7.2e-03,21,0.05,0,0,0,"none"
12,17,8/16/2010 0:00:00,"S3","BottomTile",2,0.12,0.14,0.13,7.2e-03,60,7.2e-03,21,0.05,0,0,0,"none"
12,17,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.20,0.18,0.02,60,0.02,21,0.19,0,0,0,"none"
12,18,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.18,0.16,0.02,60,0.02,21,0.15,0,0,0,"none"
12,20,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.12,0.12,2.2e-03,60,2.2e-03,21,0.01,0,0,0,"none"
12,21,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.15,0.14,8.2e-03,60,8.2e-03,5,0.25,0,0,0,"none"
12,22,8/17/2010 0:00:00,"S3","BottomTile",1,0.12,0.16,0.14,0.01,60,0.01,22,0.08,0,0,0,"none"
12,23,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.19,0.17,0.02,59,0.02,21,0.16,0,0,0,"none"
12,23,8/16/2010 0:00:00,"S3","BottomTile",2,0.12,0.14,0.13,7.9e-03,60,7.9e-03,21,0.05,0,0,0,"none"
12,25,8/17/2010 0:00:00,"S3","BottomTile",1,0.12,0.15,0.14,9.5e-03,60,9.5e-03,22,0.06,0,0,0,"none"
13,1,8/18/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.12,2.1e-03,60,2.1e-03,23,0.01,16,250,48,"both"
13,5,8/18/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.13,3.1e-03,60,3.1e-03,7,0.06,16,250,48,"both"
13,6,8/18/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.13,4.4e-03,60,4.4e-03,23,0.03,16,250,48,"both"
13,7,8/18/2010 0:00:00,"S3","BottomTile",1,0.12,0.12,0.12,2.8e-03,60,2.8e-03,23,0.01,16,250,48,"both"
13,8,8/18/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.13,3.3e-03,60,3.3e-03,7,0.07,16,250,48,"both"
13,12,8/18/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.13,2.2e-03,60,2.2e-03,23,0.01,16,250,48,"both"
13,14,8/18/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.12,2.0e-03,60,2.0e-03,7,0.04,16,250,48,"both"
13,15,8/18/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.13,3.3e-03,60,3.3e-03,7,0.07,16,250,48,"both"
13,16,8/18/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.12,2.6e-03,60,2.6e-03,23,0.01,16,250,48,"both"
13,18,8/18/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.13,4.5e-03,60,4.5e-03,23,0.03,16,250,48,"both"
13,19,8/18/2010 0:00:00,"S3","BottomTile",1,0.12,0.12,0.12,1.5e-03,60,1.5e-03,23,0.01,16,250,48,"both"
13,21,8/18/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.13,2.5e-03,60,2.5e-03,23,0.01,16,250,48,"both"
13,23,8/18/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.12,2.5e-03,60,2.5e-03,23,0.01,16,250,48,"both"
14,1,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.13,3.3e-03,60,3.3e-03,21,0.02,16,0,0,"tadpoles"
14,3,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.14,0.13,4.5e-03,60,4.5e-03,21,0.03,16,0,0,"tadpoles"
14,4,8/17/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.13,2.7e-03,60,2.7e-03,22,0.01,16,0,0,"tadpoles"
14,9,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.14,0.13,4.9e-03,60,4.9e-03,5,0.15,16,0,0,"tadpoles"
14,11,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.14,0.14,4.8e-03,60,4.8e-03,21,0.03,16,0,0,"tadpoles"
14,12,8/17/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.12,1.8e-03,30,3.6e-03,22,0.02,16,0,0,"tadpoles"
14,13,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.13,4.4e-03,60,4.4e-03,21,0.03,16,0,0,"tadpoles"
14,14,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.14,0.13,4.4e-03,60,4.4e-03,21,0.03,16,0,0,"tadpoles"
14,17,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.13,3.9e-03,60,3.9e-03,21,0.02,16,0,0,"tadpoles"
14,18,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.13,2.4e-03,60,2.4e-03,5,0.07,16,0,0,"tadpoles"
14,19,8/17/2010 0:00:00,"S3","BottomTile",1,0.12,0.14,0.14,4.5e-03,60,4.5e-03,22,0.03,16,0,0,"tadpoles"
14,20,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.13,2.9e-03,60,2.9e-03,21,0.02,16,0,0,"tadpoles"
14,22,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.13,3.7e-03,60,3.7e-03,21,0.02,16,0,0,"tadpoles"
15,2,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.19,0.17,0.01,60,0.01,21,0.13,0,0,0,"none"
15,2,8/16/2010 0:00:00,"S3","BottomTile",2,0.12,0.15,0.14,0.01,60,0.01,21,0.07,0,0,0,"none"
15,4,8/16/2010 0:00:00,"S3","BottomTile",2,0.12,0.14,0.13,7.5e-03,60,7.5e-03,21,0.05,0,0,0,"none"
15,4,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.19,0.17,0.01,60,0.01,21,0.12,0,0,0,"none"
15,7,8/17/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.13,3.6e-03,60,3.6e-03,22,0.02,0,0,0,"none"
15,10,8/17/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.12,1.6e-03,30,3.2e-03,22,0.02,0,0,0,"none"
15,11,8/17/2010 0:00:00,"S3","BottomTile",1,0.12,0.14,0.14,5.5e-03,60,5.5e-03,22,0.03,0,0,0,"none"
15,12,8/17/2010 0:00:00,"S3","BottomTile",1,0.12,0.15,0.14,6.4e-03,60,6.4e-03,22,0.04,0,0,0,"none"
15,13,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.19,0.17,0.01,60,0.01,21,0.14,0,0,0,"none"
15,16,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.17,0.16,0.01,60,0.01,21,0.10,0,0,0,"none"
15,16,8/16/2010 0:00:00,"S3","BottomTile",2,0.12,0.14,0.13,7.1e-03,60,7.1e-03,21,0.05,0,0,0,"none"
15,17,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.17,0.15,0.01,58,0.01,21,0.09,0,0,0,"none"
15,17,8/16/2010 0:00:00,"S3","BottomTile",2,0.12,0.13,0.13,4.1e-03,60,4.1e-03,21,0.03,0,0,0,"none"
15,18,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.18,0.16,0.01,60,0.01,21,0.13,0,0,0,"none"
15,19,8/16/2010 0:00:00,"S3","BottomTile",2,0.12,0.14,0.13,8.7e-03,60,8.7e-03,21,0.06,0,0,0,"none"
15,19,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.18,0.17,0.01,60,0.01,21,0.11,0,0,0,"none"
15,20,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.18,0.17,0.01,59,0.01,4,0.70,0,0,0,"none"
15,21,8/17/2010 0:00:00,"S3","BottomTile",2,0.12,0.13,0.13,5.7e-03,60,5.7e-03,22,0.04,0,0,0,"none"
15,21,8/17/2010 0:00:00,"S3","BottomTile",1,0.12,0.19,0.17,0.01,60,0.01,22,0.12,0,0,0,"none"
15,22,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.18,0.17,0.01,60,0.01,21,0.13,0,0,0,"none"
15,23,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.18,0.16,0.01,60,0.01,21,0.13,0,0,0,"none"
15,24,8/17/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.13,3.5e-03,60,3.5e-03,22,0.02,0,0,0,"none"
16,2,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.15,0.14,8.0e-03,60,8.0e-03,21,0.06,0,250,52,"mayflies"
16,5,8/18/2010 0:00:00,"S3","BottomTile",1,0.12,0.14,0.13,5.2e-03,60,5.2e-03,23,0.03,0,250,52,"mayflies"
16,6,8/18/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.12,2.6e-03,30,5.2e-03,23,0.03,0,250,52,"mayflies"
16,7,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.14,0.14,4.8e-03,60,4.8e-03,21,0.03,0,250,52,"mayflies"
16,11,8/18/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.13,4.3e-03,60,4.3e-03,23,0.02,0,250,52,"mayflies"
16,12,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.13,3.5e-03,60,3.5e-03,21,0.02,0,250,52,"mayflies"
16,13,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.14,0.13,4.3e-03,60,4.3e-03,21,0.03,0,250,52,"mayflies"
16,14,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.18,0.17,0.01,60,0.01,21,0.07,0,250,52,"mayflies"
16,15,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.15,0.14,7.4e-03,60,7.4e-03,21,0.05,0,250,52,"mayflies"
16,16,8/18/2010 0:00:00,"S3","BottomTile",1,0.12,0.14,0.14,4.7e-03,60,4.7e-03,23,0.03,0,250,52,"mayflies"
16,17,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.14,0.13,4.5e-03,60,4.5e-03,21,0.03,0,250,52,"mayflies"
16,19,8/18/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.13,3.4e-03,60,3.4e-03,23,0.02,0,250,52,"mayflies"
16,22,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.12,2.4e-03,60,2.4e-03,21,0.01,0,250,52,"mayflies"
16,24,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.14,0.14,6.2e-03,60,6.2e-03,21,0.04,0,250,52,"mayflies"
16,25,8/16/2010 0:00:00,"S3","BottomTile",1,0.12,0.13,0.13,3.9e-03,60,3.9e-03,21,0.02,0,250,52,"mayflies"
