"LakeName","SampleNumber","CageNumber","ExperimentalAFDM","TadDens","MFDens","Silt","Radiation","GenusSpp","MFLength"
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",4.10
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",6.50
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",3.30
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",7.00
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",6.30
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",6.30
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",7.50
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",7.10
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",6.90
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",6.50
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Ameletus spp.",3.40
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Ameletus spp.",4.90
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Ameletus spp.",5.00
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Ameletus spp.",4.50
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Ameletus spp.",4.50
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",7.20
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",6.30
"Spur","S4",4,0.12,2,250,0.00,2000,"Ameletus spp.",6.00
"Spur","S4",4,0.12,2,250,0.00,2000,"Ameletus spp.",4.70
"Spur","S4",4,0.12,2,250,0.00,2000,"Ameletus spp.",4.00
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",5.70
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",6.40
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",6.30
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",6.60
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",6.30
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",7.20
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",6.20
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",6.40
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",6.50
"Spur","S4",4,0.12,2,250,0.00,2000,"Ameletus spp.",5.70
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",6.10
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",3.30
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",6.90
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",4.30
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",2.90
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",3.00
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",5.70
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",3.10
"Spur","S4",4,0.12,2,250,0.00,2000,"Ameletus spp.",4.50
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",2.50
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",3.90
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",5.80
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",2.90
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",4.70
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",6.80
"Spur","S4",4,0.12,2,250,0.00,2000,"Callibaetis spp.",3.10
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Callibaetis spp.",2.10
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Callibaetis spp.",5.70
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Callibaetis spp.",5.50
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Ameletus spp.",5.40
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Ameletus spp.",5.00
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Ameletus spp.",4.90
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Ameletus spp.",5.30
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Ameletus spp.",5.00
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Ameletus spp.",5.70
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Ameletus spp.",4.80
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Ameletus spp.",5.50
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Ameletus spp.",4.70
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Ameletus spp.",5.00
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Ameletus spp.",5.40
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Callibaetis spp.",6.10
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Ameletus spp.",5.50
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Callibaetis spp.",6.40
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Ameletus spp.",6.10
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Callibaetis spp.",5.30
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Callibaetis spp.",5.60
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Callibaetis spp.",5.30
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Callibaetis spp.",6.10
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Callibaetis spp.",5.60
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Callibaetis spp.",6.70
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Callibaetis spp.",2.80
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Callibaetis spp.",5.10
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Callibaetis spp.",4.40
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Callibaetis spp.",7.00
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Ameletus spp.",5.30
"Spur","S4",5,3.7e-03,20,125,0.00,2000,"Ameletus spp.",5.70
"Spur","S4",7,0.01,10,25,25.00,1950,"Callibaetis spp.",7.40
"Spur","S4",7,0.01,10,25,25.00,1950,"Ameletus spp.",7.10
"Spur","S4",7,0.01,10,25,25.00,1950,"Ameletus spp.",7.00
"Spur","S4",7,0.01,10,25,25.00,1950,"Ameletus spp.",6.70
"Spur","S4",7,0.01,10,25,25.00,1950,"Ameletus spp.",8.90
"Spur","S4",7,0.01,10,25,25.00,1950,"Ameletus spp.",6.60
"Spur","S4",7,0.01,10,25,25.00,1950,"Ameletus spp.",7.40
"Spur","S4",7,0.01,10,25,25.00,1950,"Ameletus spp.",7.20
"Spur","S4",7,0.01,10,25,25.00,1950,"Ameletus spp.",6.60
"Spur","S4",7,0.01,10,25,25.00,1950,"Ameletus spp.",6.00
"Spur","S4",7,0.01,10,25,25.00,1950,"Ameletus spp.",6.80
"Spur","S4",7,0.01,10,25,25.00,1950,"Callibaetis spp.",7.30
"Spur","S4",7,0.01,10,25,25.00,1950,"Callibaetis spp.",7.50
"Spur","S4",7,0.01,10,25,25.00,1950,"Callibaetis spp.",7.90
"Spur","S4",7,0.01,10,25,25.00,1950,"Callibaetis spp.",8.50
"Spur","S4",7,0.01,10,25,25.00,1950,"Callibaetis spp.",7.30
"Spur","S4",7,0.01,10,25,25.00,1950,"Callibaetis spp.",6.70
"Spur","S4",7,0.01,10,25,25.00,1950,"Callibaetis spp.",7.10
"Spur","S4",7,0.01,10,25,25.00,1950,"Callibaetis spp.",6.40
"Spur","S4",7,0.01,10,25,25.00,1950,"Callibaetis spp.",6.60
"Spur","S4",7,0.01,10,25,25.00,1950,"Callibaetis spp.",6.70
"Spur","S4",7,0.01,10,25,25.00,1950,"Callibaetis spp.",4.50
"Spur","S4",7,0.01,10,25,25.00,1950,"Callibaetis spp.",3.30
"Spur","S4",7,0.01,10,25,25.00,1950,"Callibaetis spp.",4.70
"Spur","S4",7,0.01,10,25,25.00,1950,"Callibaetis spp.",4.40
"Spur","S4",7,0.01,10,25,25.00,1950,"Callibaetis spp.",4.10
"Spur","S4",7,0.01,10,25,25.00,1950,"Callibaetis spp.",7.20
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",6.10
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",6.10
"Spur","S4",8,0.02,0,250,0.00,2000,"Ameletus spp.",5.60
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",6.40
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",7.10
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",7.30
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",6.00
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",6.80
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",6.30
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",5.70
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",6.60
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",7.10
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",6.60
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",5.80
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",5.70
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",5.80
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",3.20
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",5.50
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",5.50
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",5.80
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",5.10
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",7.00
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",5.60
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",4.80
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",4.50
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",3.40
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",4.60
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",3.40
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",3.20
"Spur","S4",8,0.02,0,250,0.00,2000,"Callibaetis spp.",6.90
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Ameletus spp.",3.80
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",5.50
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Ameletus spp.",4.70
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Ameletus spp.",5.30
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Ameletus spp.",3.60
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",6.50
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",6.10
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",6.60
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",6.60
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",5.80
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",5.40
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",5.70
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",6.20
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Ameletus spp.",3.70
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",6.50
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",3.90
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",3.90
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",4.70
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",3.20
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",3.80
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",6.00
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",5.60
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",3.20
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",4.20
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",5.60
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",5.90
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",5.60
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",6.00
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",6.40
"Spur","S4",9,1.3e-03,0,125,50.00,2000,"Callibaetis spp.",3.00
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Callibaetis spp.",3.60
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Ameletus spp.",5.00
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Ameletus spp.",5.70
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Callibaetis spp.",6.70
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Callibaetis spp.",8.20
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Callibaetis spp.",7.50
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Callibaetis spp.",7.50
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Callibaetis spp.",7.20
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Ameletus spp.",5.10
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Ameletus spp.",5.20
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Callibaetis spp.",6.60
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Ameletus spp.",5.40
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Callibaetis spp.",5.90
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Ameletus spp.",5.00
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Ameletus spp.",5.80
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Callibaetis spp.",4.90
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Ameletus spp.",5.30
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Ameletus spp.",4.40
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Ameletus spp.",6.60
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Ameletus spp.",6.20
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Ameletus spp.",4.90
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Ameletus spp.",5.30
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Ameletus spp.",4.80
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Callibaetis spp.",5.90
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Callibaetis spp.",5.00
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Callibaetis spp.",5.20
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Callibaetis spp.",3.00
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Callibaetis spp.",3.50
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Callibaetis spp.",4.90
"Spur","S4",11,2.2e-03,10,125,0.00,2000,"Callibaetis spp.",6.40
"Spur","S4",12,3.0e-03,0,25,0.00,1900,"Ameletus spp.",4.90
"Spur","S4",12,3.0e-03,0,25,0.00,1900,"Ameletus spp.",6.90
"Spur","S4",12,3.0e-03,0,25,0.00,1900,"Ameletus spp.",5.30
"Spur","S4",12,3.0e-03,0,25,0.00,1900,"Ameletus spp.",3.90
"Spur","S4",12,3.0e-03,0,25,0.00,1900,"Ameletus spp.",6.10
"Spur","S4",12,3.0e-03,0,25,0.00,1900,"Ameletus spp.",3.60
"Spur","S4",12,3.0e-03,0,25,0.00,1900,"Ameletus spp.",5.20
"Spur","S4",12,3.0e-03,0,25,0.00,1900,"Callibaetis spp.",6.20
"Spur","S4",12,3.0e-03,0,25,0.00,1900,"Ameletus spp.",6.10
"Spur","S4",12,3.0e-03,0,25,0.00,1900,"Callibaetis spp.",7.10
"Spur","S4",12,3.0e-03,0,25,0.00,1900,"Callibaetis spp.",6.60
"Spur","S4",12,3.0e-03,0,25,0.00,1900,"Callibaetis spp.",5.70
"Spur","S4",12,3.0e-03,0,25,0.00,1900,"Callibaetis spp.",5.40
"Spur","S4",12,3.0e-03,0,25,0.00,1900,"Callibaetis spp.",3.70
"Spur","S4",12,3.0e-03,0,25,0.00,1900,"Callibaetis spp.",4.40
"Spur","S4",12,3.0e-03,0,25,0.00,1900,"Callibaetis spp.",5.20
"Spur","S4",12,3.0e-03,0,25,0.00,1900,"Callibaetis spp.",6.90
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Callibaetis spp.",7.00
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Callibaetis spp.",6.60
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Ameletus spp.",5.30
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Ameletus spp.",6.60
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Ameletus spp.",4.10
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Ameletus spp.",4.40
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Ameletus spp.",5.50
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Ameletus spp.",5.00
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Ameletus spp.",5.30
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Ameletus spp.",5.00
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Ameletus spp.",4.10
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Ameletus spp.",4.00
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Ameletus spp.",5.50
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Callibaetis spp.",8.10
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Callibaetis spp.",6.50
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Callibaetis spp.",7.00
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Callibaetis spp.",3.60
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Callibaetis spp.",7.50
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Callibaetis spp.",6.90
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Callibaetis spp.",7.60
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Callibaetis spp.",6.80
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Callibaetis spp.",6.40
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Callibaetis spp.",6.60
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Callibaetis spp.",6.70
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Callibaetis spp.",4.30
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Callibaetis spp.",3.90
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Callibaetis spp.",4.20
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Callibaetis spp.",3.90
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Callibaetis spp.",4.00
"Spur","S4",15,5.4e-03,2,25,0.00,2000,"Callibaetis spp.",6.90
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Ameletus spp.",4.60
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Callibaetis spp.",6.70
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Ameletus spp.",5.50
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Ameletus spp.",5.00
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Ameletus spp.",5.10
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Ameletus spp.",5.30
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Ameletus spp.",5.60
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Ameletus spp.",5.30
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Ameletus spp.",4.40
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Callibaetis spp.",7.10
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Callibaetis spp.",7.80
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Callibaetis spp.",6.50
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Callibaetis spp.",6.40
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Callibaetis spp.",6.20
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Ameletus spp.",3.60
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Callibaetis spp.",6.80
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Callibaetis spp.",3.30
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Callibaetis spp.",5.90
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Callibaetis spp.",5.40
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Callibaetis spp.",6.20
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Callibaetis spp.",6.80
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Callibaetis spp.",5.50
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Callibaetis spp.",5.70
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Callibaetis spp.",5.30
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Callibaetis spp.",2.70
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Callibaetis spp.",2.80
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Callibaetis spp.",3.60
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Callibaetis spp.",3.00
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Callibaetis spp.",3.80
"Spur","S4",16,1.2e-03,10,250,0.00,2000,"Callibaetis spp.",5.70
