LakeID,SampleDate,Cage#,GenusSpp,MFLength,FoilWt,DryWt,AshMass,AFDM
10475,21-Sep-09,0,Callibaetis spp.,5,0.0341,0.0352,0.0343,0.0009
10475,21-Sep-09,0,Callibaetis spp.,4.1,0.0379,0.0386,0.0388,0
10475,20-Sep-09,2,Callibaetis spp.,6.5,0.0372,0.0458,0.037,0.0088
10475,20-Sep-09,2,Callibaetis spp.,6.2,0.0409,0.0423,0.0411,0.0012
10475,20-Sep-09,2,Ameletus spp.,5.2,0.039,0.04,0.0391,0.0009
10475,20-Sep-09,2,Ameletus spp.,5.7,0.036,0.0366,0.0361,0.0005
10475,20-Sep-09,2,Callibaetis spp.,7.3,0.0349,0.0363,0.0352,0.0011
10475,20-Sep-09,2,Callibaetis spp.,6.9,0.0413,0.043,0.0418,0.0012
10475,20-Sep-09,2,Ameletus spp.,6.5,0.0349,0.0358,0.0352,0.0006
10475,20-Sep-09,2,Callibaetis spp.,5.3,0.0396,0.0406,0.0402,0.0004
10475,20-Sep-09,2,Callibaetis spp.,6.2,0.0477,0.0488,0.048,0.0008
10475,20-Sep-09,2,Ameletus spp.,5.9,0.0444,0.0449,0.0444,0.0005
10475,20-Sep-09,2,Ameletus spp.,6.3,0.0339,0.0348,0.0339,0.0009
10475,20-Sep-09,2,Ameletus spp.,6.3,0.039,0.0398,0.0393,0.0005
10475,20-Sep-09,2,Callibaetis spp.,6.4,0.0313,0.0322,0.0314,0.0008
10475,20-Sep-09,2,Ameletus spp.,6,0.0417,0.0424,0.0418,0.0006
10475,20-Sep-09,2,Ameletus spp.,5.6,0.039,0.0396,0.0393,0.0003
10475,20-Sep-09,2,Ameletus spp.,6.2,0.04,0.0407,0.0404,0.0003
10475,20-Sep-09,2,Callibaetis spp.,5.8,0.0305,0.0318,0.0312,0.0006
10475,20-Sep-09,2,Ameletus spp.,6.1,0.0365,0.0372,0.037,0.0002
10475,20-Sep-09,2,Callibaetis spp.,3.2,0.0381,0.0386,0.0383,0.0003
10475,20-Sep-09,2,Callibaetis spp.,3.8,0.033,0.0331,0.0326,1E-04
10475,20-Sep-09,2,Callibaetis spp.,5.8,0.0442,0.0452,0.0444,0.0008
10102,12-Sep-09,5,Ameletus spp.,7.6,0.9959,0.9975,0.9959,0.0016
10102,12-Sep-09,5,Ameletus spp.,8.9,1.0026,1.0045,1.0028,0.0017
10102,12-Sep-09,5,Ameletus spp.,8.6,0.9901,0.9921,0.9902,0.0019
10102,12-Sep-09,5,Ameletus spp.,8.7,0.9858,0.9877,0.9859,0.0018
10102,12-Sep-09,5,Ameletus spp.,8.3,0.9927,0.9943,0.993,0.0013
10102,12-Sep-09,5,Ameletus spp.,8.4,1.0074,1.0093,1.0076,0.0017
10102,12-Sep-09,5,Ameletus spp.,8.2,0.9996,1.0012,0.9998,0.0014
10102,12-Sep-09,5,Ameletus spp.,8.2,0.9969,0.9988,0.997,0.0018
10102,12-Sep-09,5,Ameletus spp.,10.3,0.9666,0.9696,0.967,0.0026
10102,12-Sep-09,5,Ameletus spp.,9.9,0.9868,0.9887,0.987,0.0017
10102,12-Sep-09,5,Ameletus spp.,8.5,1.0013,1.0032,1.0012,0.002
10102,12-Sep-09,5,Ameletus spp.,8.6,0.9954,0.9975,0.9959,0.0016
10102,12-Sep-09,5,Ameletus spp.,9.9,0.9896,0.9919,0.9898,0.0021
10102,12-Sep-09,5,Ameletus spp.,9.3,1.0156,1.0178,1.0156,0.0022
10102,12-Sep-09,5,Ameletus spp.,12.1,1.0091,1.0111,1.009,0.0021
10102,12-Sep-09,5,Ameletus spp.,10.5,1.0266,1.0276,1.0266,0.001
10102,12-Sep-09,5,Ameletus spp.,8.9,0.9704,0.9726,0.9704,0.0022
10102,12-Sep-09,5,Ameletus spp.,9.8,1.0158,1.0182,1.016,0.0022
10102,12-Sep-09,5,Ameletus spp.,9.2,1.0144,1.0168,1.0147,0.0021
10102,12-Sep-09,5,Ameletus spp.,10,0.9995,1.002,0.9998,0.0022
10102,12-Sep-09,5,Ameletus spp.,8.1,0.9939,0.9956,0.9938,0.0018
10102,12-Sep-09,5,Ameletus spp.,9.3,0.9996,1.0017,0.9994,0.0023
10102,12-Sep-09,5,Ameletus spp.,8.3,1.0033,1.005,1.003,0.002
10102,12-Sep-09,5,Ameletus spp.,10.1,1.0021,1.0048,1.0022,0.0026
10102,12-Sep-09,5,Ameletus spp.,8.4,0.9907,0.9928,0.9909,0.0019
10102,12-Sep-09,6,Ameletus spp.,9.8,0.9802,0.9844,0.9808,0.0036
10102,12-Sep-09,6,Ameletus spp.,10.8,1.0225,1.0267,1.0226,0.0041
10102,12-Sep-09,6,Ameletus spp.,5.1,0.998,0.999,0.9982,0.0008
10102,12-Sep-09,6,Ameletus spp.,5.7,0.9973,0.9982,0.9973,0.0009
10102,12-Sep-09,6,Ameletus spp.,5.5,1.008,1.0095,1.009,0.0005
10102,12-Sep-09,6,Ameletus spp.,10.7,1.0416,1.0469,1.042,0.0049
10102,12-Sep-09,6,Ameletus spp.,11,1.0176,1.0205,1.0176,0.0029
10102,12-Sep-09,6,Ameletus spp.,12,1.0004,1.0048,1.0003,0.0045
10102,12-Sep-09,7,Ameletus spp.,10.4,0.9673,0.9721,0.9673,0.0048
10102,12-Sep-09,7,Ameletus spp.,10.5,1.011,1.0152,1.0114,0.0038
10102,12-Sep-09,7,Ameletus spp.,10.9,1.0187,1.0238,1.019,0.0048
10102,12-Sep-09,7,Ameletus spp.,10.6,1.0191,1.0231,1.0196,0.0035
10102,12-Sep-09,7,Ameletus spp.,11.6,0.9995,1.0047,0.9999,0.0048
10102,12-Sep-09,7,Ameletus spp.,6.2,0.9767,0.9775,0.9765,0.001
10102,12-Sep-09,7,Ameletus spp.,5.3,0.9969,0.9972,0.9967,0.0005
10102,12-Sep-09,7,Ameletus spp.,9.7,1.0027,1.0063,1.0032,0.0031
10102,12-Sep-09,8,Ameletus spp.,11.4,1.0129,1.0154,1.013,0.0024
10102,12-Sep-09,8,Ameletus spp.,5.7,1.018,1.0188,1.0183,0.0005
10102,12-Sep-09,8,Ameletus spp.,4.6,0.9757,0.976,0.9755,0.0005
10102,12-Sep-09,8,Ameletus spp.,9.5,0.9956,0.9988,0.9958,0.003
10102,12-Sep-09,8,Ameletus spp.,9.9,0.9989,1.0026,0.9996,0.003
10102,12-Sep-09,8,Ameletus spp.,5,1.0348,1.0354,1.0349,0.0005
10102,12-Sep-09,8,Ameletus spp.,10.8,0.983,0.9877,0.9838,0.0039
10102,12-Sep-09,8,Ameletus spp.,10.2,1.0027,1.0065,1.0032,0.0033
10102,12-Sep-09,8,Ameletus spp.,10.2,1.0049,1.0088,1.0052,0.0036
10102,12-Sep-09,8,Ameletus spp.,5.2,1.0199,1.0204,1.0201,0.0003
10102,12-Sep-09,8,Ameletus spp.,5.4,1.0157,1.0162,1.0157,0.0005
10102,12-Sep-09,8,Ameletus spp.,3.5,1.0166,1.0171,1.0167,0.0004
10102,12-Sep-09,8,Ameletus spp.,10.4,0.9786,0.9824,0.979,0.0034
10102,12-Sep-09,8,Ameletus spp.,10,0.9915,0.9949,0.9919,0.003
10102,12-Sep-09,8,Ameletus spp.,9,1.0226,1.0262,1.022,0.0042
10102,12-Sep-09,8,Ameletus spp.,9.4,0.9897,0.9932,0.9902,0.003
10102,12-Sep-09,8,Ameletus spp.,10.6,0.9856,0.9896,0.9858,0.0038
10102,12-Sep-09,8,Ameletus spp.,4.4,0.9994,0.9998,0.9994,0.0004
10102,12-Sep-09,8,Ameletus spp.,9.5,0.9881,0.9908,0.9882,0.0026
10102,12-Sep-09,8,Ameletus spp.,10,1.0258,1.0302,1.0262,0.004
10102,12-Sep-09,8,Ameletus spp.,10,0.9709,0.9748,0.9708,0.004
10102,12-Sep-09,8,Ameletus spp.,9.3,0.9857,0.9885,0.9859,0.0026
10102,12-Sep-09,8,Ameletus spp.,11.3,0.9918,0.9968,0.9924,0.0044
10102,12-Sep-09,8,Ameletus spp.,8.6,1.0197,1.0227,1.0199,0.0028
10102,12-Sep-09,8,Ameletus spp.,3.8,1.0102,1.0101,1.01,1E-04
10102,12-Sep-09,8,Ameletus spp.,3.5,0.9936,0.9939,0.9939,0
10102,12-Sep-09,8,Ameletus spp.,3.5,0.9773,0.9771,0.9769,0.0002
10102,12-Sep-09,8,Ameletus spp.,6.4,1.0279,1.0284,1.0279,0.0005
10102,12-Sep-09,8,Ameletus spp.,5.9,1.0049,1.0055,1.0048,0.0007
10475,20-Sep-09,15,Callibaetis spp.,7.6,0.0238,0.025,0.0238,0.0012
10475,20-Sep-09,15,Callibaetis spp.,3.9,0.0264,0.0268,0.0265,0.0003
10475,20-Sep-09,15,Ameletus spp.,5,0.0337,0.0342,0.0336,0.0005
10475,20-Sep-09,15,Ameletus spp.,5.5,0.0358,0.0364,0.0358,0.0006
10475,20-Sep-09,15,Callibaetis spp.,8.1,0.0342,0.0359,0.0344,0.0015
10475,20-Sep-09,15,Callibaetis spp.,4,0.0381,0.0384,0.0381,0.0003
10475,20-Sep-09,15,Callibaetis spp.,6.6,0.0313,0.0328,0.0315,0.0013
10475,20-Sep-09,15,Ameletus spp.,5.5,0.0445,0.0375,0.0447,0
10475,20-Sep-09,15,Ameletus spp.,5,0.0361,0.0364,0.0361,0.0003
10475,20-Sep-09,15,Callibaetis spp.,6.9,0.0395,0.041,0.0395,0.0015
10475,20-Sep-09,15,Ameletus spp.,5.3,0.0339,0.0344,0.034,0.0004
10475,20-Sep-09,15,Callibaetis spp.,6.6,0.0406,0.0417,0.0408,0.0009
10475,20-Sep-09,15,Callibaetis spp.,6.5,0.0418,0.043,0.0425,0.0005
10475,20-Sep-09,15,Callibaetis spp.,6.8,0.0343,0.0358,0.0346,0.0012
10475,20-Sep-09,15,Callibaetis spp.,6.7,0.037,0.0379,0.0371,0.0008
10475,20-Sep-09,15,Callibaetis spp.,7,0.0359,0.037,0.0361,0.0009
10475,20-Sep-09,15,Ameletus spp.,4,0.0377,0.0378,0.0375,0.0001
10475,20-Sep-09,15,Callibaetis spp.,7.5,0.0391,0.0404,0.0391,0.0013
10475,20-Sep-09,15,Ameletus spp.,4.4,0.0412,0.042,0.0413,0.0007
10475,20-Sep-09,15,Callibaetis spp.,3.9,0.0358,0.0362,0.0358,0.0004
10475,20-Sep-09,15,Callibaetis spp.,4.3,0.0398,0.0403,0.0398,0.0005
10475,20-Sep-09,15,Ameletus spp.,5.3,0.0442,0.0452,0.0443,0.0009
10475,20-Sep-09,15,Callibaetis spp.,6.9,0.042,0.0435,0.0422,0.0013
10475,20-Sep-09,15,Callibaetis spp.,6.4,0.0348,0.0361,0.0349,0.0012
10475,20-Sep-09,15,Callibaetis spp.,4.2,0.0322,0.0326,0.0322,0.0004
10475,20-Sep-09,15,Callibaetis spp.,7,0.0321,0.0337,0.0322,0.0015
10475,20-Sep-09,15,Ameletus spp.,6.6,0.0436,0.0445,0.0436,0.0009
10475,20-Sep-09,15,Ameletus spp.,4.1,0.0425,0.0435,0.0427,0.0008
10475,20-Sep-09,15,Callibaetis spp.,3.6,0.0448,0.0449,0.0448,0.0001
10475,20-Sep-09,15,Ameletus spp.,4.1,0.0318,0.0322,0.0319,0.0003
10102,12-Sep-09,16,Ameletus spp.,10,1.0125,1.0165,1.0126,0.0039
10102,12-Sep-09,16,Ameletus spp.,10.4,0.9817,0.9846,0.982,0.0026
10102,12-Sep-09,17,Ameletus spp.,9.4,0.9998,1.0029,0.9997,0.0032
10102,12-Sep-09,17,Ameletus spp.,10.1,0.9991,1.0039,0.9994,0.0045
10102,12-Sep-09,17,Ameletus spp.,10.8,0.0009,1.0055,1.0009,0.0046
10102,12-Sep-09,17,Ameletus spp.,10,1.0179,1.0221,1.018,0.0041
10102,12-Sep-09,17,Ameletus spp.,10.5,1.0266,1.0304,1.0268,0.0036
